,x,y,z
0,-0.08664,0.08563,0.47347
1,-0.08648,0.08565,0.47247
2,-0.08657,0.0856,0.47256
3,-0.08687,0.08562,0.47307
4,-0.08679,0.08567,0.47299
5,-0.08657,0.0856,0.47256
6,-0.0867,0.08571,0.47291
7,-0.08679,0.08567,0.47299
8,-0.08664,0.08563,0.47347
9,-0.08657,0.0856,0.47256
10,-0.08657,0.0856,0.47256
11,-0.08664,0.08581,0.47304
12,-0.08679,0.08567,0.47299
13,-0.08657,0.0856,0.47256
14,-0.08657,0.0856,0.47256
15,-0.08686,0.08563,0.47362
16,-0.08664,0.08581,0.47304
17,-0.08664,0.08581,0.47304
18,-0.08649,0.08558,0.47165
19,-0.08657,0.0856,0.47256
20,-0.08657,0.0856,0.47256
21,-0.08671,0.08564,0.47207
22,-0.08695,0.08576,0.47327
23,-0.08657,0.08578,0.47213
24,-0.087,0.08566,0.47313
25,-0.08678,0.0856,0.4727
26,-0.08664,0.08563,0.47347
27,-0.08687,0.0858,0.47264
28,-0.0867,0.08558,0.47178
29,-0.08666,0.08576,0.47283
30,-0.08658,0.08553,0.47173
31,-0.08687,0.08562,0.47307
32,-0.08679,0.08567,0.47299
33,-0.08678,0.0856,0.4727
34,-0.08644,0.0857,0.47241
35,-0.08666,0.08562,0.4717
36,-0.08678,0.08584,0.47256
37,-0.08707,0.08587,0.47362
38,-0.08673,0.08572,0.47347
39,-0.08692,0.08563,0.47221
40,-0.08657,0.08594,0.47304
41,-0.08667,0.08569,0.472
42,-0.08674,0.08565,0.47263
43,-0.08674,0.08565,0.47263
44,-0.08664,0.08581,0.47304
45,-0.08664,0.08581,0.47304
46,-0.08664,0.08581,0.47304
47,-0.08686,0.08581,0.47319
48,-0.08686,0.08593,0.47253
49,-0.08673,0.08572,0.47347
50,-0.08664,0.08581,0.47304
51,-0.08675,0.08592,0.47262
52,-0.087,0.08566,0.47313
53,-0.08675,0.08558,0.47179
54,-0.0867,0.08622,0.47296
55,-0.08648,0.08598,0.47295
56,-0.08679,0.08573,0.47203
57,-0.08673,0.0859,0.47303
58,-0.08673,0.08597,0.47332
59,-0.08678,0.08584,0.47256
60,-0.08695,0.08589,0.47261
61,-0.08695,0.08589,0.47261
62,-0.08679,0.08618,0.47304
63,-0.08657,0.08594,0.47304
64,-0.08655,0.08588,0.47283
65,-0.08668,0.08609,0.47358
66,-0.08641,0.08595,0.47204
67,-0.08686,0.08621,0.47396
68,-0.08657,0.08612,0.47261
69,-0.08671,0.08597,0.47256
70,-0.08679,0.08573,0.47203
71,-0.08671,0.08597,0.47256
72,-0.08671,0.08597,0.47256
73,-0.08679,0.08618,0.47304
74,-0.08686,0.08593,0.47253
75,-0.08688,0.08568,0.47212
76,-0.08694,0.08599,0.47331
77,-0.08677,0.08594,0.47326
78,-0.08679,0.08618,0.47304
79,-0.08656,0.08619,0.47344
80,-0.08686,0.08639,0.47353
81,-0.08705,0.08592,0.47414
82,-0.08703,0.08592,0.47354
83,-0.08671,0.08597,0.47256
84,-0.08688,0.08568,0.47212
85,-0.08679,0.08618,0.47304
86,-0.0867,0.08622,0.47296
87,-0.08679,0.08618,0.47304
88,-0.08682,0.08586,0.47311
89,-0.0865,0.08591,0.47212
90,-0.08671,0.08597,0.47256
91,-0.08666,0.08562,0.4717
92,-0.08671,0.08597,0.47256
93,-0.08679,0.08618,0.47304
94,-0.08679,0.08618,0.47304
95,-0.08679,0.08618,0.47304
96,-0.08664,0.08632,0.47309
97,-0.08699,0.08611,0.4741
98,-0.08679,0.08618,0.47304
99,-0.08666,0.08562,0.4717
100,-0.08657,0.08594,0.47304
101,-0.08695,0.08589,0.47261
102,-0.08665,0.08587,0.47211
103,-0.08658,0.08587,0.47221
104,-0.08679,0.08618,0.47304
105,-0.08678,0.08612,0.47275
106,-0.08683,0.08646,0.47359
107,-0.08686,0.08639,0.47353
108,-0.08671,0.08597,0.47256
109,-0.0867,0.08622,0.47296
110,-0.08657,0.08612,0.47261
111,-0.08671,0.08615,0.47213
112,-0.08688,0.08602,0.47262
113,-0.08692,0.08597,0.47269
114,-0.0867,0.08622,0.47296
115,-0.08663,0.08594,0.47164
116,-0.08662,0.08591,0.47148
117,-0.08684,0.08594,0.47177
118,-0.08679,0.08618,0.47304
119,-0.08653,0.08617,0.47254
120,-0.0865,0.08591,0.47212
121,-0.08661,0.08566,0.47101
122,-0.08681,0.08551,0.47061
123,-0.08689,0.0856,0.4706
124,-0.08682,0.08563,0.46998
125,-0.08678,0.08602,0.47232
126,-0.08677,0.08638,0.47413
127,-0.08709,0.08731,0.47741
128,-0.0876,0.08861,0.48383
129,-0.08767,0.08924,0.48639
130,-0.0882,0.09027,0.48894
131,-0.08862,0.09023,0.49163
132,-0.08815,0.09007,0.48923
133,-0.08812,0.08865,0.48402
134,-0.08812,0.08762,0.48079
135,-0.08785,0.08814,0.4806
136,-0.08809,0.08809,0.48306
137,-0.08796,0.08811,0.48138
138,-0.08746,0.08783,0.48042
139,-0.08805,0.08759,0.47986
140,-0.08782,0.08759,0.47966
141,-0.08767,0.08768,0.47885
142,-0.08755,0.08709,0.4763
143,-0.08755,0.08709,0.4763
144,-0.08754,0.08728,0.47814
145,-0.08746,0.08745,0.47848
146,-0.08788,0.08715,0.47715
147,-0.08766,0.0872,0.47544
148,-0.08778,0.08672,0.47466
149,-0.08759,0.087,0.47498
150,-0.08786,0.08692,0.47514
151,-0.08762,0.08702,0.47569
152,-0.08754,0.0873,0.47534
153,-0.08774,0.08697,0.47594
154,-0.0877,0.08697,0.47576
155,-0.08768,0.08705,0.47659
156,-0.08762,0.08702,0.47569
157,-0.08762,0.08702,0.47569
158,-0.08787,0.08667,0.47475
159,-0.08763,0.08677,0.4753
160,-0.08782,0.087,0.47518
161,-0.08773,0.08723,0.47633
162,-0.08765,0.08702,0.47587
163,-0.08797,0.08698,0.47617
164,-0.08782,0.08681,0.47504
165,-0.08804,0.08707,0.47564
166,-0.08789,0.08702,0.47551
167,-0.0882,0.08723,0.47618
168,-0.08812,0.08702,0.47572
169,-0.08812,0.08702,0.47572
170,-0.08812,0.08702,0.47572
171,-0.08812,0.08702,0.47572
172,-0.0882,0.08723,0.47618
173,-0.08812,0.08702,0.47572
174,-0.08823,0.08751,0.47669
175,-0.08834,0.08748,0.47761
