,x,y,z
0,-0.01195,0.17057,0.71577
1,-0.01195,0.17057,0.71577
2,-0.01195,0.17057,0.71577
3,-0.01195,0.17057,0.71577
4,-0.01195,0.17057,0.71577
5,-0.01221,0.17141,0.71789
6,-0.01192,0.17075,0.71559
7,-0.01177,0.17049,0.71463
8,-0.01177,0.17049,0.71463
9,-0.01177,0.17049,0.71463
10,-0.01192,0.17075,0.71559
11,-0.01192,0.17075,0.71559
12,-0.01177,0.17049,0.71463
13,-0.01169,0.17065,0.71469
14,-0.01169,0.17065,0.71469
15,-0.01177,0.17049,0.71463
16,-0.01177,0.17049,0.71463
17,-0.01179,0.17073,0.71463
18,-0.01172,0.17089,0.71473
19,-0.01195,0.17099,0.71559
20,-0.01184,0.17067,0.71478
21,-0.01172,0.17089,0.71473
22,-0.01179,0.17107,0.7149
23,-0.01195,0.17099,0.71559
24,-0.01179,0.17107,0.7149
25,-0.01198,0.17043,0.7126
26,-0.01186,0.17089,0.71474
27,-0.01186,0.17089,0.71474
28,-0.01198,0.17043,0.7126
29,-0.01186,0.17089,0.71474
30,-0.01179,0.17107,0.7149
31,-0.01205,0.17022,0.71239
32,-0.01186,0.17089,0.71474
33,-0.01179,0.17107,0.7149
34,-0.01179,0.17107,0.7149
35,-0.01181,0.1713,0.71488
36,-0.01181,0.1713,0.71488
37,-0.01181,0.1713,0.71488
38,-0.01179,0.17107,0.7149
39,-0.01181,0.1713,0.71488
40,-0.01189,0.17111,0.71467
41,-0.01181,0.1713,0.71488
42,-0.01181,0.1713,0.71488
43,-0.01181,0.1713,0.71488
44,-0.01181,0.1713,0.71488
45,-0.01181,0.1713,0.71488
46,-0.01181,0.1713,0.71488
47,-0.01181,0.1713,0.71488
48,-0.01181,0.1713,0.71488
49,-0.01179,0.1715,0.71476
50,-0.01181,0.1713,0.71488
51,-0.01181,0.1713,0.71488
