,x,y,z
0,-0.06307,0.04558,0.38691
1,-0.06297,0.04561,0.38712
2,-0.06307,0.04558,0.38691
3,-0.06307,0.04558,0.38691
4,-0.06307,0.04558,0.38691
5,-0.06307,0.04558,0.38691
6,-0.06303,0.04568,0.38722
7,-0.06307,0.04558,0.38691
8,-0.06303,0.04568,0.38722
9,-0.06303,0.04568,0.38722
10,-0.06303,0.04568,0.38722
11,-0.06301,0.04578,0.38703
12,-0.06301,0.04578,0.38703
13,-0.06301,0.04578,0.38703
14,-0.06301,0.04578,0.38703
15,-0.06301,0.04578,0.38703
16,-0.06303,0.04611,0.38745
17,-0.06319,0.04604,0.3874
18,-0.06317,0.04614,0.3872
19,-0.06323,0.04616,0.38718
20,-0.06317,0.04614,0.3872
21,-0.06329,0.04622,0.38727
22,-0.06329,0.04622,0.38727
23,-0.06329,0.04622,0.38727
24,-0.06329,0.04622,0.38727
25,-0.06306,0.04609,0.38687
26,-0.06306,0.04609,0.38687
27,-0.06302,0.0462,0.38717
28,-0.06306,0.04609,0.38687
29,-0.06302,0.0462,0.38717
30,-0.06306,0.04609,0.38687
31,-0.06302,0.0462,0.38717
32,-0.06302,0.0462,0.38717
33,-0.06303,0.04634,0.38711
34,-0.06327,0.04648,0.38753
35,-0.06303,0.04634,0.38711
36,-0.06303,0.04619,0.38664
37,-0.06303,0.04634,0.38711
38,-0.06327,0.04632,0.38705
39,-0.06291,0.04615,0.38637
40,-0.06303,0.04619,0.38664
41,-0.06327,0.04648,0.38753
42,-0.06327,0.04632,0.38705
43,-0.06303,0.04619,0.38664
44,-0.06303,0.04619,0.38664
45,-0.06303,0.04619,0.38664
46,-0.06303,0.04619,0.38664
47,-0.06303,0.04619,0.38664
48,-0.06303,0.04619,0.38664
49,-0.06303,0.04634,0.38711
50,-0.06291,0.04615,0.38637
51,-0.06303,0.04619,0.38664
52,-0.06303,0.04619,0.38664
53,-0.06303,0.04619,0.38664
54,-0.06303,0.04619,0.38664
55,-0.06303,0.04619,0.38664
56,-0.06303,0.04619,0.38664
57,-0.06291,0.04615,0.38637
58,-0.06301,0.04628,0.38645
59,-0.06303,0.04619,0.38664
60,-0.06291,0.04615,0.38637
61,-0.06301,0.04628,0.38645
62,-0.06303,0.04619,0.38664
63,-0.06303,0.04619,0.38664
64,-0.06303,0.04619,0.38664
65,-0.06303,0.04619,0.38664
66,-0.06301,0.04628,0.38645
67,-0.06303,0.04619,0.38664
68,-0.06301,0.04628,0.38645
69,-0.06301,0.04628,0.38645
70,-0.06301,0.04628,0.38645
71,-0.06301,0.04628,0.38645
72,-0.06303,0.04619,0.38664
73,-0.06303,0.04619,0.38664
