,pitch,yaw,roll
0,15.408146520562383,-7.535220883337006,-2.6640402388812032
1,15.283687809597495,-7.632051905597754,-2.5325391375523094
2,15.277666088225374,-7.495033871659509,-2.5912038037424017
3,15.277666088225374,-7.495033871659509,-2.5912038037424017
4,15.46276570730052,-7.6247778538044875,-2.577621762692378
5,15.46276570730052,-7.6247778538044875,-2.577621762692378
6,15.46276570730052,-7.6247778538044875,-2.577621762692378
7,15.689619075350521,-7.4346753794888425,-2.7319130046107
8,15.689619075350521,-7.4346753794888425,-2.7319130046107
9,15.689619075350521,-7.4346753794888425,-2.7319130046107
10,15.689619075350521,-7.4346753794888425,-2.7319130046107
11,15.40247786897828,-7.495657733601159,-2.6090658587844064
12,15.40247786897828,-7.495657733601159,-2.6090658587844064
13,15.560555628763268,-7.394473419222345,-2.6595484744868476
14,15.472837618444345,-7.4835383542117615,-2.5702565430080817
15,15.472837618444345,-7.4835383542117615,-2.5702565430080817
16,15.472837618444345,-7.4835383542117615,-2.5702565430080817
17,15.451934612641764,-7.656408585828545,-2.5910206055927794
18,15.493616844432864,-7.578549467968698,-2.5643634740841197
19,15.493616844432864,-7.578549467968698,-2.5643634740841197
20,15.411732696677376,-7.723969020481976,-2.4907411702137523
21,15.493616844432864,-7.578549467968698,-2.5643634740841197
22,15.514447378275406,-7.629333872651956,-2.5143158714180744
23,15.514447378275406,-7.629333872651956,-2.5143158714180744
24,15.509218559548174,-7.493162168230129,-2.572953023331649
25,15.509218559548174,-7.493162168230129,-2.572953023331649
26,15.509218559548174,-7.493162168230129,-2.572953023331649
27,15.509218559548174,-7.493162168230129,-2.572953023331649
28,15.509218559548174,-7.493162168230129,-2.572953023331649
29,15.509218559548174,-7.493162168230129,-2.572953023331649
30,15.509218559548174,-7.493162168230129,-2.572953023331649
31,15.509218559548174,-7.493162168230129,-2.572953023331649
32,15.488265880885933,-7.665580908060844,-2.5936606764474037
33,15.509218559548174,-7.493162168230129,-2.572953023331649
34,15.488265880885933,-7.665580908060844,-2.5936606764474037
35,15.488265880885933,-7.665580908060844,-2.5936606764474037
36,15.482867838961766,-7.529687133606357,-2.652191649107076
37,15.488265880885933,-7.665580908060844,-2.5936606764474037
38,15.488265880885933,-7.665580908060844,-2.5936606764474037
39,15.488265880885933,-7.665580908060844,-2.5936606764474037
40,15.488265880885933,-7.665580908060844,-2.5936606764474037
41,15.530027176096837,-7.587891746513554,-2.567065443065447
42,15.488265880885933,-7.665580908060844,-2.5936606764474037
43,15.530027176096837,-7.587891746513554,-2.567065443065447
44,15.488265880885933,-7.665580908060844,-2.5936606764474037
45,15.530027176096837,-7.587891746513554,-2.567065443065447
46,15.488265880885933,-7.665580908060844,-2.5936606764474037
47,15.488265880885933,-7.665580908060844,-2.5936606764474037
48,15.488265880885933,-7.665580908060844,-2.5936606764474037
49,15.488265880885933,-7.665580908060844,-2.5936606764474037
50,15.530027176096837,-7.587891746513554,-2.567065443065447
51,15.530027176096837,-7.587891746513554,-2.567065443065447
52,15.530027176096837,-7.587891746513554,-2.567065443065447
53,15.530027176096837,-7.587891746513554,-2.567065443065447
54,15.530027176096837,-7.587891746513554,-2.567065443065447
55,15.530027176096837,-7.587891746513554,-2.567065443065447
56,15.530027176096837,-7.587891746513554,-2.567065443065447
57,15.405795825859059,-7.683539960861501,-2.435949289629108
58,15.400696895901518,-7.547497836789583,-2.494767206379086
59,15.405795825859059,-7.683539960861501,-2.435949289629108
