,x,y,z
0,-0.99776,-0.06234,2.79999
1,-0.99776,-0.06234,2.79999
2,-0.99776,-0.06234,2.79999
3,-0.99776,-0.06234,2.79999
4,-0.99776,-0.06234,2.79999
5,-0.99776,-0.06234,2.79999
6,-0.99776,-0.06234,2.79999
7,-0.99776,-0.06234,2.79999
8,-0.99776,-0.06234,2.79999
9,-0.99776,-0.06234,2.79999
10,-0.99776,-0.06234,2.79999
11,-0.99776,-0.06234,2.79999
12,-0.99776,-0.06234,2.79999
13,-0.99776,-0.06234,2.79999
14,-0.99776,-0.06234,2.79999
15,-0.99776,-0.06234,2.79999
16,-0.99776,-0.06234,2.79999
17,-0.99776,-0.06234,2.79999
18,-0.99776,-0.06234,2.79999
19,-0.99776,-0.06234,2.79999
20,-0.99776,-0.06234,2.79999
21,-0.99776,-0.06234,2.79999
22,-0.99776,-0.06234,2.79999
23,-0.99776,-0.06234,2.79999
24,-0.99776,-0.06234,2.79999
25,-0.99776,-0.06234,2.79999
26,-0.99776,-0.06234,2.79999
27,-0.99776,-0.06234,2.79999
28,-0.99776,-0.06234,2.79999
29,-0.99776,-0.06234,2.79999
30,-0.99776,-0.06234,2.79999
31,-0.99776,-0.06234,2.79999
32,-0.99776,-0.06234,2.79999
33,-1.00723,-0.06213,2.82679
34,-0.99776,-0.06234,2.79999
35,-1.00723,-0.06213,2.82679
36,-1.00723,-0.06213,2.82679
37,-0.9989,-0.0609,2.80322
38,-0.9989,-0.0609,2.80322
39,-0.9989,-0.0609,2.80322
40,-1.00723,-0.06213,2.82679
41,-0.9989,-0.0609,2.80322
42,-0.9989,-0.0609,2.80322
43,-0.9989,-0.0609,2.80322
44,-0.9989,-0.0609,2.80322
45,-0.9989,-0.0609,2.80322
46,-0.9989,-0.0609,2.80322
47,-0.9989,-0.0609,2.80322
48,-0.9989,-0.0609,2.80322
49,-0.9989,-0.0609,2.80322
50,-0.9989,-0.0609,2.80322
51,-0.9989,-0.0609,2.80322
52,-0.9989,-0.0609,2.80322
53,-0.9989,-0.0609,2.80322
54,-0.9989,-0.0609,2.80322
55,-0.9989,-0.0609,2.80322
56,-0.9989,-0.0609,2.80322
57,-0.99321,-0.05973,2.78709
58,-0.9989,-0.0609,2.80322
59,-0.99321,-0.05973,2.78709
60,-0.99321,-0.05973,2.78709
61,-0.99321,-0.05973,2.78709
62,-0.99321,-0.05973,2.78709
63,-0.99321,-0.05973,2.78709
64,-0.99321,-0.05973,2.78709
65,-0.99321,-0.05973,2.78709
66,-0.99321,-0.05973,2.78709
67,-0.99321,-0.05973,2.78709
68,-0.99321,-0.05973,2.78709
69,-0.99321,-0.05973,2.78709
70,-0.99321,-0.05973,2.78709
71,-0.99321,-0.05973,2.78709
72,-0.99788,-0.05933,2.80028
73,-0.99321,-0.05973,2.78709
74,-0.99788,-0.05933,2.80028
75,-0.99788,-0.05933,2.80028
76,-0.99788,-0.05933,2.80028
77,-0.99788,-0.05933,2.80028
78,-0.99788,-0.05933,2.80028
79,-0.99788,-0.05933,2.80028
80,-0.99788,-0.05933,2.80028
81,-0.99788,-0.05933,2.80028
82,-0.99788,-0.05933,2.80028
83,-0.99788,-0.05933,2.80028
84,-0.99788,-0.05933,2.80028
85,-0.99788,-0.05933,2.80028
86,-0.99788,-0.05933,2.80028
87,-0.99788,-0.05933,2.80028
88,-0.99788,-0.05933,2.80028
89,-0.99788,-0.05933,2.80028
90,-0.99788,-0.05933,2.80028
91,-0.99788,-0.05933,2.80028
92,-0.99788,-0.05933,2.80028
93,-0.99788,-0.05933,2.80028
94,-0.99788,-0.05933,2.80028
95,-0.99788,-0.05933,2.80028
96,-0.99788,-0.05933,2.80028
97,-0.99788,-0.05933,2.80028
98,-0.99788,-0.05933,2.80028
99,-0.99788,-0.05933,2.80028
100,-0.99788,-0.05933,2.80028
101,-0.99788,-0.05933,2.80028
102,-0.99788,-0.05933,2.80028
103,-0.99788,-0.05933,2.80028
104,-0.99788,-0.05933,2.80028
105,-0.99788,-0.05933,2.80028
106,-0.99788,-0.05933,2.80028
107,-0.99788,-0.05933,2.80028
108,-0.99788,-0.05933,2.80028
109,-0.99788,-0.05933,2.80028
110,-0.99788,-0.05933,2.80028
111,-0.99788,-0.05933,2.80028
112,-0.99788,-0.05933,2.80028
113,-0.99788,-0.05933,2.80028
114,-0.99788,-0.05933,2.80028
115,-0.99788,-0.05933,2.80028
116,-0.99788,-0.05933,2.80028
117,-0.99788,-0.05933,2.80028
118,-0.99788,-0.05933,2.80028
119,-0.99788,-0.05933,2.80028
120,-0.99788,-0.05933,2.80028
121,-0.99788,-0.05933,2.80028
122,-0.99788,-0.05933,2.80028
123,-0.99788,-0.05933,2.80028
124,-0.99788,-0.05933,2.80028
125,-0.99788,-0.05933,2.80028
126,-0.99788,-0.05933,2.80028
127,-0.99788,-0.05933,2.80028
128,-0.99788,-0.05933,2.80028
129,-0.99788,-0.05933,2.80028
130,-0.99788,-0.05933,2.80028
131,-0.99788,-0.05933,2.80028
132,-0.99788,-0.05933,2.80028
133,-0.99788,-0.05933,2.80028
134,-0.99788,-0.05933,2.80028
135,-0.99788,-0.05933,2.80028
136,-0.99788,-0.05933,2.80028
137,-0.99788,-0.05933,2.80028
138,-0.99788,-0.05933,2.80028
139,-0.99788,-0.05933,2.80028
140,-0.99788,-0.05933,2.80028
141,-0.99788,-0.05933,2.80028
142,-0.99788,-0.05933,2.80028
143,-0.99788,-0.05933,2.80028
144,-0.99788,-0.05933,2.80028
145,-0.99788,-0.05933,2.80028
146,-0.99788,-0.05933,2.80028
147,-0.99788,-0.05933,2.80028
148,-0.99788,-0.05933,2.80028
149,-0.99788,-0.05933,2.80028
150,-0.99788,-0.05933,2.80028
151,-0.99788,-0.05933,2.80028
152,-0.99788,-0.05933,2.80028
153,-0.99788,-0.05933,2.80028
154,-0.99788,-0.05933,2.80028
155,-0.99788,-0.05933,2.80028
156,-0.99788,-0.05933,2.80028
157,-0.99788,-0.05933,2.80028
158,-0.99788,-0.05933,2.80028
159,-0.99788,-0.05933,2.80028
160,-0.99788,-0.05933,2.80028
161,-0.99788,-0.05933,2.80028
162,-0.99788,-0.05933,2.80028
163,-0.99788,-0.05933,2.80028
164,-0.99788,-0.05933,2.80028
165,-0.99788,-0.05933,2.80028
166,-0.99788,-0.05933,2.80028
167,-0.99788,-0.05933,2.80028
168,-0.99788,-0.05933,2.80028
169,-0.99788,-0.05933,2.80028
170,-0.99788,-0.05933,2.80028
171,-0.99788,-0.05933,2.80028
172,-0.99788,-0.05933,2.80028
173,-0.99788,-0.05933,2.80028
174,-0.99788,-0.05933,2.80028
175,-0.99788,-0.05933,2.80028
176,-0.99788,-0.05933,2.80028
177,-0.99788,-0.05933,2.80028
178,-0.99788,-0.05933,2.80028
179,-0.99788,-0.05933,2.80028
180,-0.99788,-0.05933,2.80028
181,-0.99788,-0.05933,2.80028
182,-0.99788,-0.05933,2.80028
183,-0.99788,-0.05933,2.80028
184,-0.99788,-0.05933,2.80028
185,-0.99788,-0.05933,2.80028
186,-0.99788,-0.05933,2.80028
187,-0.99788,-0.05933,2.80028
188,-0.99788,-0.05933,2.80028
189,-0.99788,-0.05933,2.80028
190,-0.99788,-0.05933,2.80028
191,-0.99788,-0.05933,2.80028
192,-0.99788,-0.05933,2.80028
193,-0.99788,-0.05933,2.80028
194,-0.99788,-0.05933,2.80028
195,-0.99788,-0.05933,2.80028
196,-0.99788,-0.05933,2.80028
197,-0.99788,-0.05933,2.80028
198,-0.99788,-0.05933,2.80028
199,-0.99788,-0.05933,2.80028
200,-0.99788,-0.05933,2.80028
201,-0.99788,-0.05933,2.80028
202,-0.99788,-0.05933,2.80028
203,-0.99788,-0.05933,2.80028
204,-0.99788,-0.05933,2.80028
205,-0.99788,-0.05933,2.80028
206,-0.99788,-0.05933,2.80028
207,-0.99788,-0.05933,2.80028
208,-0.99788,-0.05933,2.80028
