,x,y,z
0,-0.01208,0.07669,0.45063
1,-0.0124,0.07724,0.44981
2,-0.01258,0.07733,0.44937
3,-0.01292,0.07807,0.44899
4,-0.01292,0.07836,0.44784
5,-0.01245,0.07887,0.44766
6,-0.01212,0.07981,0.44327
7,-0.01249,0.07993,0.44635
8,-0.01438,0.0795,0.44324
9,-0.01414,0.07935,0.44153
10,-0.01419,0.07955,0.44174
11,-0.01402,0.07934,0.44225
12,-0.01402,0.07934,0.44225
13,-0.01419,0.07955,0.44174
14,-0.01402,0.07934,0.44225
15,-0.01394,0.07944,0.4424
16,-0.01419,0.07955,0.44174
17,-0.01419,0.07955,0.44174
18,-0.01402,0.07934,0.44225
19,-0.0143,0.0796,0.44142
20,-0.01397,0.0795,0.44275
21,-0.01408,0.07955,0.44247
22,-0.01419,0.07959,0.44215
23,-0.01408,0.07955,0.44247
24,-0.01436,0.07925,0.43902
25,-0.01435,0.07902,0.43666
26,-0.01442,0.08016,0.44469
27,-0.01295,0.08149,0.45302
28,-0.00991,0.0813,0.45249
29,-0.00952,0.0799,0.44788
30,-0.00964,0.08002,0.44722
31,-0.01096,0.08007,0.44814
32,-0.01227,0.08005,0.44739
33,-0.01252,0.08024,0.44826
34,-0.01283,0.08023,0.44817
35,-0.01225,0.08039,0.44686
36,-0.01252,0.08015,0.44547
37,-0.01209,0.08038,0.44474
38,-0.01235,0.07986,0.44469
39,-0.01253,0.08004,0.4451
40,-0.01233,0.08016,0.44507
41,-0.01221,0.08017,0.44461
42,-0.01239,0.08014,0.44618
43,-0.01244,0.0801,0.44748
44,-0.01236,0.08044,0.44658
45,-0.01235,0.08009,0.44628
46,-0.01225,0.08019,0.44644
47,-0.01217,0.08026,0.44614
48,-0.01219,0.08018,0.44664
49,-0.01244,0.0801,0.44748
50,-0.01237,0.07995,0.44686
51,-0.01245,0.08035,0.44641
52,-0.01235,0.08024,0.44676
53,-0.01245,0.08035,0.44641
54,-0.01257,0.08035,0.44568
55,-0.01208,0.08017,0.44531
56,-0.01238,0.0802,0.44571
57,-0.01249,0.08025,0.44542
58,-0.01226,0.08022,0.4455
59,-0.01209,0.08015,0.44589
60,-0.01217,0.08032,0.44568
61,-0.01224,0.08013,0.44409
62,-0.01218,0.08029,0.44457
63,-0.01218,0.08029,0.44457
64,-0.01221,0.07995,0.44512
65,-0.01213,0.08008,0.44436
66,-0.01229,0.08034,0.4443
67,-0.01223,0.07985,0.44537
68,-0.01265,0.08033,0.44504
69,-0.01237,0.08028,0.44523
70,-0.01248,0.08033,0.44493
71,-0.01229,0.08034,0.4443
72,-0.01241,0.07989,0.44534
73,-0.01198,0.07992,0.44513
74,-0.01218,0.08005,0.44571
75,-0.01225,0.07997,0.44663
76,-0.01234,0.08055,0.44717
77,-0.01232,0.08033,0.44711
78,-0.01223,0.08047,0.44637
79,-0.01238,0.07999,0.44595
80,-0.01224,0.08026,0.44594
81,-0.01209,0.08038,0.44474
82,-0.0122,0.08002,0.44463
83,-0.01224,0.08013,0.44409
84,-0.01232,0.08023,0.44435
85,-0.01224,0.08013,0.44409
86,-0.01207,0.08004,0.44374
87,-0.01216,0.07995,0.44357
88,-0.01197,0.07996,0.44292
89,-0.01191,0.07995,0.44155
90,-0.01202,0.08,0.44131
91,-0.01176,0.07947,0.43994
92,-0.01175,0.07949,0.43791
93,-0.0116,0.07924,0.43794
94,-0.01142,0.0791,0.4379
95,-0.01151,0.07931,0.43737
96,-0.01134,0.0792,0.43513
97,-0.01125,0.0792,0.43448
98,-0.01105,0.07892,0.43312
99,-0.01125,0.07894,0.43255
100,-0.01078,0.07867,0.43113
101,-0.01072,0.07891,0.42898
102,-0.01025,0.07892,0.42845
103,-0.01065,0.07905,0.42928
104,-0.01076,0.07899,0.42855
105,-0.01028,0.07906,0.42778
106,-0.0105,0.07922,0.42745
107,-0.01025,0.07919,0.42652
108,-0.01042,0.07931,0.42666
109,-0.01016,0.07934,0.42645
110,-0.01023,0.07941,0.4267
111,-0.01046,0.0791,0.42823
112,-0.011,0.07931,0.4284
113,-0.01083,0.07932,0.42879
114,-0.01014,0.07936,0.42483
115,-0.01006,0.07934,0.42601
116,-0.01025,0.07919,0.42652
117,-0.00997,0.07949,0.42596
118,-0.01013,0.07937,0.42546
119,-0.01032,0.07952,0.42604
120,-0.0106,0.07935,0.42736
121,-0.0103,0.07953,0.42667
122,-0.01004,0.07955,0.42621
123,-0.01007,0.07962,0.42584
124,-0.01012,0.07979,0.42508
125,-0.01007,0.07962,0.42584
126,-0.00975,0.07937,0.42412
127,-0.00992,0.07917,0.42389
128,-0.00998,0.07976,0.42578
129,-0.00974,0.07925,0.42395
130,-0.00976,0.07942,0.42477
131,-0.01001,0.07962,0.42414
132,-0.0096,0.07925,0.42353
133,-0.00945,0.07965,0.42389
134,-0.00952,0.07952,0.42367
