,x,y,z
0,0.00875,0.08906,0.49621
1,0.00876,0.08866,0.49532
2,0.00868,0.08883,0.49581
3,0.00888,0.08901,0.49646
4,0.00863,0.08894,0.49598
5,0.00863,0.08894,0.49598
6,0.00856,0.08871,0.49558
7,0.00888,0.08901,0.49646
8,0.00905,0.08902,0.49555
9,0.00893,0.08907,0.49535
10,0.00875,0.08906,0.49621
11,0.00862,0.08911,0.49592
12,0.00863,0.08894,0.49598
13,0.00893,0.08907,0.49535
14,0.00893,0.08907,0.49535
15,0.00862,0.08911,0.49592
16,0.00874,0.08913,0.49556
17,0.00862,0.08911,0.49592
18,0.0085,0.08899,0.4957
19,0.00886,0.08925,0.49581
20,0.00886,0.08925,0.49581
21,0.00875,0.08906,0.49621
22,0.00905,0.08909,0.49495
23,0.00875,0.08906,0.49621
24,0.00886,0.08925,0.49581
25,0.00874,0.08913,0.49556
26,0.00886,0.08925,0.49581
27,0.00862,0.08911,0.49592
28,0.0087,0.08937,0.49415
29,0.00874,0.08913,0.49556
30,0.00862,0.08901,0.49532
31,0.00874,0.08913,0.49556
32,0.00874,0.08913,0.49556
33,0.00874,0.08913,0.49556
34,0.00881,0.0896,0.49574
35,0.00881,0.08936,0.49597
36,0.00875,0.08961,0.49627
37,0.00875,0.08961,0.49627
38,0.00869,0.08924,0.49573
39,0.0087,0.08906,0.49663
40,0.00881,0.08936,0.49597
41,0.00874,0.08913,0.49556
42,0.00881,0.08936,0.49597
43,0.00874,0.08913,0.49556
44,0.00862,0.08901,0.49532
45,0.00898,0.08937,0.49512
46,0.00862,0.08901,0.49532
47,0.0084,0.08926,0.49478
48,0.00862,0.08901,0.49532
49,0.00857,0.08912,0.49634
50,0.00874,0.08913,0.49556
51,0.00862,0.08901,0.49532
52,0.00862,0.08901,0.49532
53,0.00862,0.08901,0.49532
54,0.00903,0.08926,0.49396
55,0.00886,0.08926,0.49487
56,0.00874,0.08913,0.49556
57,0.00862,0.08901,0.49532
58,0.0088,0.08903,0.49448
59,0.00885,0.08925,0.49308
60,0.00862,0.08901,0.49532
61,0.00862,0.08901,0.49532
62,0.0087,0.08887,0.49508
63,0.0084,0.08926,0.49478
64,0.00862,0.08901,0.49532
65,0.00868,0.08925,0.49401
66,0.00862,0.08901,0.49532
67,0.0084,0.08926,0.49478
68,0.00862,0.08901,0.49532
69,0.00845,0.08902,0.49449
70,0.00862,0.08901,0.49532
71,0.00886,0.08926,0.49487
72,0.00898,0.08937,0.49512
73,0.00886,0.08926,0.49487
74,0.00886,0.08926,0.49487
75,0.00885,0.08943,0.49488
76,0.00864,0.08939,0.49466
77,0.00867,0.08908,0.49424
78,0.00903,0.08926,0.49396
79,0.0087,0.08889,0.49158
80,0.00875,0.08896,0.49226
81,0.00915,0.08937,0.49423
82,0.0084,0.08926,0.49478
83,0.00886,0.08926,0.49487
84,0.00873,0.08931,0.49463
